0.5,0.010423
1,-0.0066904
1.5,-0.0060594
2,-0.037773
2.5,0.0038557
3,0.050227
3.5,0.01587
4,-0.0068864
4.5,0.024908
5,0.038096
5.5,0.0030058
6,0.046503
6.5,0.071515
7,0.054899
7.5,0.052027
8,0.0457
8.5,0.075521
9,0.062161
9.5,0.08408
10,0.090773
10.5,0.10654
11,0.12516
11.5,0.11573
12,0.13379
12.5,0.10628
13,0.16866
13.5,0.13674
14,0.15878
14.5,0.17551
15,0.19761
15.5,0.17115
16,0.19504
16.5,0.18996
17,0.18704
17.5,0.215
18,0.21912
18.5,0.2284
19,0.21515
19.5,0.2319
20,0.25514
